"Var1" "alveolar type 1 cell" "alveolar type 2 cell" "B-cells-M" "B-cells-PB" "basal cell" "ciliated cell" "club cell" "Dendritic" "endothelial" "fibroblast" "hepatocyte" "ionocyte" "Mast-cells" "melanocytes" "MF-Monocytes" "neuro.e cell" "Neutrophils" "pDCs" "T-cells" "tumor" "Unknown" "unknown stroma1" "unknown stroma2" "unknown stroma3" "unknown stroma4" "unknown stroma5" "Sum_Immune" "Fractional" "Macrophage_analysis" "Tcell_analysis"
"1" "AZ_01" 0 9 14 78 0 0 0 2 4 48 0 0 10 0 35 0 0 1 99 31 0 0 0 0 0 0 239 1 1 1
"2" "AZ_02" 20 26 2 21 0 2 0 1 19 11 1 0 14 0 16 0 6 1 126 6 1 8 0 0 0 0 188 1 1 1
"3" "AZ_03" 0 76 22 49 0 0 0 9 15 126 0 0 11 0 88 0 4 3 87 42 13 1 0 0 0 0 286 1 1 1
"4" "AZ_04" 20 25 0 8 0 0 0 30 96 128 1 0 17 0 78 0 0 7 97 3 0 12 0 0 0 0 237 1 1 1
"5" "AZ_05" 0 75 7 18 0 0 18 21 13 40 2 0 14 0 54 0 0 2 60 1 0 6 0 0 0 0 176 1 1 1
"6" "LT_S01" 0 0 0 0 0 0 0 0 1 28 0 0 3 0 8 0 0 0 0 4 0 0 0 0 0 0 11 1 1 NA
"7" "LT_S02" 0 0 0 0 0 0 0 1 3 12 0 0 2 0 8 0 0 1 0 0 0 0 0 0 0 0 12 1 NA NA
"8" "LT_S03" 0 1 0 0 0 0 0 80 0 0 0 0 2 0 69 0 0 38 1 0 8 0 0 0 0 0 198 NA NA NA
"9" "LT_S05" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 10 0 0 0 0 1 0 0 0 0 0 0 12 NA NA NA
"10" "LT_S07" 0 3 0 0 0 0 0 1 0 0 0 0 0 0 119 0 0 0 3 14 1 0 0 1 0 0 124 NA NA NA
"11" "LT_S08" 0 2 0 0 0 0 0 1 0 0 0 0 0 0 10 0 0 0 2 51 1 0 0 0 0 0 14 NA NA NA
"12" "LT_S11" 0 2 0 9 0 0 0 1 3 3 0 0 6 0 4 0 0 0 11 177 0 0 0 0 0 0 31 1 1 1
"13" "LT_S13" 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 10 2 2 0 0 0 0 0 13 1 NA 1
"14" "LT_S14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 0 0 0 0 0 0 0 57 1 NA NA
"15" "LT_S16" 0 1 1 2 0 0 0 0 1 0 0 0 1 0 1 0 0 0 109 2 0 0 0 0 0 0 114 1 NA NA
"16" "LT_S21" 0 11 11 0 0 0 0 6 0 2 0 0 1 0 310 0 0 0 165 957 2 0 0 0 0 0 495 NA NA NA
"17" "LT_S23" 0 1 17 0 0 0 0 1 0 1 0 0 0 0 43 0 0 0 324 0 0 0 0 0 0 0 385 NA NA NA
"18" "LT_S28" 0 2 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 364 1 0 0 0 0 0 0 376 NA NA NA
"19" "LT_S34" 0 5 1 5 0 0 0 44 55 194 2 0 21 0 225 0 1 0 7 24 23 2 0 0 0 0 327 NA NA NA
"20" "LT_S41" 0 0 0 0 0 0 0 0 0 5 0 0 0 20 8 0 0 0 12 15 1 1 0 0 0 0 21 1 NA NA
"21" "LT_S42" 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75 4 0 1 0 0 0 0 88 1 NA 1
"22" "LT_S43" 0 0 1 7 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 5 1 0 0 0 0 0 32 1 NA NA
